"Date","Category","Priority"
2025-12-26,"Delivery Delays","Low"
2025-10-27,"Billing Issues","Medium"
2026-01-17,"Delivery Delays","Low"
2026-04-24,"Product Defects","Low"
2026-02-09,"Customer Behaviour","Medium"
2026-03-07,"App Issues","Low"
2026-01-21,"Delivery Delays","High"
2025-10-10,"Delivery Delays","Low"
2026-04-28,"Complaints Handling","High"
2026-05-03,"Product Defects","Medium"
2025-11-09,"Billing Issues","Medium"
2026-04-23,"Information Requests","Medium"
2026-02-02,"Product Defects","Medium"
2025-10-29,"Website Problems","Low"
2026-06-03,"Billing Issues","Low"
2026-01-15,"Delivery Delays","Low"
2025-10-17,"Account Access","Medium"
2025-12-01,"Cancellation Requests","Low"
2026-01-10,"Refund Requests","Low"
2025-11-06,"Product Defects","Low"
2025-11-22,"Information Requests","Low"
2025-11-10,"Billing Issues","Low"
2026-05-24,"Service Quality","Low"
2025-12-13,"App Issues","Medium"
2026-05-30,"Technical Errors","High"
2026-06-07,"Billing Issues","Low"
2026-04-29,"Account Access","High"
2026-03-15,"Delivery Delays","Low"
2025-11-29,"Information Requests","Low"
2026-03-23,"Service Quality","Low"
2026-02-24,"Account Access","Low"
2026-05-15,"Customer Behaviour","Low"
2025-10-19,"Billing Issues","Medium"
2026-04-13,"Other","Medium"
2026-04-30,"Service Quality","High"
2026-03-18,"Product Defects","Low"
2025-12-24,"Product Defects","Low"
2026-05-26,"Technical Errors","Low"
2026-05-08,"Technical Errors","High"
2026-04-06,"Billing Issues","High"
2025-10-10,"Account Access","High"
2026-04-26,"Cancellation Requests","Medium"
2026-01-16,"App Issues","Medium"
2026-04-04,"Delivery Delays","Low"
2025-11-24,"Delivery Delays","Medium"
2025-12-17,"Delivery Delays","Medium"
2025-11-24,"Product Defects","Low"
2026-03-22,"Payment Failures","Medium"
2025-12-18,"Service Quality","Low"
2025-10-01,"Payment Failures","Low"
2026-01-24,"Billing Issues","Low"
2026-01-25,"Technical Errors","High"
2025-11-14,"Delivery Delays","Medium"
2025-11-30,"Account Access","High"
2026-05-30,"Delivery Delays","Medium"
2026-04-16,"Website Problems","Medium"
2026-04-03,"Delivery Delays","Medium"
2026-06-06,"Account Access","Medium"
2026-03-16,"Delivery Delays","High"
2025-11-26,"Subscription Issues","High"
2025-11-23,"Customer Behaviour","Low"
2026-01-13,"Service Quality","Low"
2026-05-29,"Service Quality","Low"
2025-12-01,"Technical Errors","High"
2025-11-01,"Delivery Delays","Low"
2026-05-12,"Fraud/Scam Concerns","Medium"
2025-10-02,"Customer Behaviour","Low"
2026-04-07,"Customer Behaviour","Low"
2026-05-15,"Service Quality","High"
2025-11-30,"Refund Requests","Medium"
2025-10-21,"Billing Issues","High"
2025-12-22,"Refund Requests","Medium"
2025-12-29,"Product Defects","Low"
2025-11-17,"Complaints Handling","Low"
2026-05-15,"Billing Issues","Low"
2026-03-03,"Refund Requests","Low"
2026-02-20,"Billing Issues","Medium"
2025-10-01,"Complaints Handling","Medium"
2025-10-12,"Account Access","Medium"
2026-02-24,"Product Defects","High"
2025-10-04,"Cancellation Requests","Medium"
2025-12-24,"Technical Errors","Medium"
2026-05-29,"Complaints Handling","Low"
2026-06-06,"Complaints Handling","Low"
2026-02-03,"Customer Behaviour","Low"
2026-06-08,"Complaints Handling","Medium"
2025-12-06,"Technical Errors","Medium"
2026-01-13,"Communication Problems","Medium"
2025-10-05,"Technical Errors","High"
2026-04-08,"Delivery Delays","Low"
2025-12-15,"Account Access","Low"
2026-06-05,"Website Problems","Medium"
2026-03-13,"Product Defects","Medium"
2026-02-04,"Cancellation Requests","Medium"
2026-02-02,"Account Access","Low"
2025-11-02,"Account Access","Medium"
2026-03-08,"Product Defects","Low"
2026-03-31,"Customer Behaviour","Low"
2026-02-19,"Complaints Handling","Low"
2026-03-26,"Product Defects","Medium"
2026-05-14,"Service Quality","Medium"
2026-02-15,"Service Quality","Medium"
2026-02-10,"Payment Failures","Medium"
2026-04-22,"App Issues","Low"
2026-05-23,"Billing Issues","High"
2026-06-07,"Technical Errors","Medium"
2025-10-05,"Website Problems","Low"
2026-03-28,"Account Access","Medium"
2026-05-12,"Account Access","Low"
2025-11-25,"Third-party Issues","Low"
2026-04-11,"Fraud/Scam Concerns","High"
2026-02-22,"Payment Failures","High"
2026-02-12,"Technical Errors","High"
2026-01-15,"Billing Issues","Medium"
2025-12-02,"Account Access","Low"
2026-02-16,"Data/Privacy Queries","Low"
2026-01-16,"Billing Issues","Medium"
2026-04-19,"Subscription Issues","Low"
2026-05-03,"Other","Low"
2026-03-18,"Customer Behaviour","Medium"
2025-12-16,"Service Quality","Medium"
2025-11-06,"Website Problems","Medium"
2025-11-02,"Other","Low"
2026-05-03,"Delivery Delays","Low"
2026-04-13,"Third-party Issues","Low"
2026-04-28,"Account Access","Low"
2026-01-11,"Technical Errors","Low"
2026-01-27,"Service Quality","High"
2025-10-03,"Account Access","Low"
2026-02-12,"Product Defects","Low"
2026-01-10,"Account Access","Medium"
2026-02-28,"Data/Privacy Queries","Medium"
2026-05-15,"Billing Issues","Low"
2026-02-28,"Fraud/Scam Concerns","High"
2026-05-10,"Information Requests","Low"
2025-12-22,"Subscription Issues","Medium"
2025-10-06,"Refund Requests","Medium"
2025-11-18,"Fraud/Scam Concerns","Low"
2026-01-01,"Billing Issues","Low"
2025-11-12,"Payment Failures","Low"
2025-12-07,"Billing Issues","Low"
2025-10-14,"Service Quality","Medium"
2026-03-19,"Billing Issues","Low"
2025-12-04,"Delivery Delays","Medium"
2025-11-13,"Information Requests","Low"
2025-11-01,"Delivery Delays","High"
2026-01-01,"Subscription Issues","Medium"
2025-10-18,"Customer Behaviour","Medium"
2026-05-16,"Website Problems","Low"
2025-12-27,"Complaints Handling","Low"
2026-04-25,"Fraud/Scam Concerns","Low"
2026-06-04,"Delivery Delays","Medium"
2026-03-29,"Payment Failures","Low"
2026-04-18,"Product Defects","Low"
2025-10-21,"Billing Issues","Medium"
2026-05-25,"Delivery Delays","High"
2025-12-26,"Service Quality","Low"
2025-12-26,"Product Defects","Low"
2026-01-09,"Technical Errors","Low"
2026-03-22,"Subscription Issues","Low"
2025-12-31,"App Issues","Medium"
2025-12-16,"Billing Issues","Low"
2025-12-31,"Fraud/Scam Concerns","Low"
2026-05-28,"Payment Failures","Medium"
2026-03-16,"Technical Errors","Low"
2026-04-23,"Technical Errors","Low"
2026-03-16,"Complaints Handling","Low"
2026-02-14,"Delivery Delays","Medium"
2026-02-28,"Delivery Delays","Low"
2026-03-14,"Delivery Delays","Low"
2026-05-01,"Fraud/Scam Concerns","High"
2026-03-03,"App Issues","Medium"
2026-03-02,"Communication Problems","High"
2026-02-28,"Data/Privacy Queries","High"
2026-05-25,"Technical Errors","High"
2026-04-04,"Product Defects","Low"
2025-12-25,"Delivery Delays","Low"
2026-05-10,"Billing Issues","Low"
2026-02-10,"Website Problems","Low"
2026-01-20,"Information Requests","Medium"
2026-01-09,"Customer Behaviour","Low"
2025-10-24,"Technical Errors","Medium"
2025-10-02,"Account Access","Low"
2025-12-05,"Fraud/Scam Concerns","Low"
2025-11-05,"Information Requests","Low"
2026-02-03,"Delivery Delays","Low"
2025-10-08,"Billing Issues","Medium"
2025-12-02,"Subscription Issues","Medium"
2026-04-17,"Technical Errors","Medium"
2026-05-16,"Data/Privacy Queries","Low"
2025-10-05,"Customer Behaviour","Low"
2026-04-08,"Data/Privacy Queries","High"
2026-05-23,"App Issues","Low"
2025-12-18,"Complaints Handling","Low"
2025-11-27,"Delivery Delays","Medium"
2026-03-07,"Fraud/Scam Concerns","High"
2026-05-11,"Data/Privacy Queries","Medium"
2026-04-01,"Data/Privacy Queries","Medium"
2026-04-02,"Complaints Handling","Medium"
2026-02-23,"Account Access","Low"
2026-02-11,"Refund Requests","Medium"
2025-10-03,"Information Requests","Medium"
2025-11-14,"Website Problems","Low"
2026-01-25,"Service Quality","Medium"
2026-05-06,"Account Access","High"
2026-03-12,"Website Problems","Medium"
2026-06-03,"Account Access","Low"
2026-05-14,"Product Defects","Medium"
2025-12-31,"Refund Requests","Low"
2025-12-17,"Billing Issues","Medium"
2025-12-18,"Product Defects","Medium"
2026-02-18,"Customer Behaviour","High"
2026-03-21,"Cancellation Requests","Low"
2026-05-11,"Complaints Handling","High"
2025-12-25,"Delivery Delays","High"
2026-01-09,"Subscription Issues","Low"
2026-03-29,"Billing Issues","Low"
2026-06-02,"Billing Issues","High"
2026-02-20,"Communication Problems","Low"
2025-10-19,"Account Access","High"
2026-06-01,"Customer Behaviour","Medium"
2025-10-15,"Subscription Issues","Low"
2026-02-25,"Service Quality","Medium"
2025-12-17,"Delivery Delays","Low"
2025-12-07,"Cancellation Requests","Low"
2026-05-29,"Technical Errors","High"
2026-04-17,"Delivery Delays","Low"
2026-04-10,"Fraud/Scam Concerns","Medium"
2026-02-19,"Fraud/Scam Concerns","High"
2025-11-12,"Customer Behaviour","Low"
2026-06-06,"Product Defects","Low"
2026-05-29,"Delivery Delays","Medium"
2026-05-22,"Fraud/Scam Concerns","Low"
2026-02-28,"Information Requests","Low"
2025-12-21,"Cancellation Requests","Low"
2026-04-16,"Complaints Handling","Medium"
2026-03-11,"Service Quality","High"
2025-11-12,"Data/Privacy Queries","Medium"
2026-04-30,"Account Access","Medium"
2026-03-31,"Product Defects","High"
2025-12-13,"Product Defects","Low"
2026-02-15,"Subscription Issues","Medium"
2026-04-17,"Website Problems","Medium"
2025-12-10,"Subscription Issues","Low"
2026-03-25,"Account Access","Low"
2026-03-12,"Product Defects","Low"
2026-04-25,"Account Access","Medium"
2026-01-27,"Product Defects","Low"
2025-11-11,"Complaints Handling","Low"
2025-10-05,"Fraud/Scam Concerns","Low"
2026-06-01,"Cancellation Requests","Medium"
2026-03-09,"Fraud/Scam Concerns","Medium"
2025-10-23,"Product Defects","Low"
2025-11-04,"Payment Failures","High"
2026-01-16,"Billing Issues","Medium"
2025-11-18,"Fraud/Scam Concerns","Low"
2025-11-10,"Complaints Handling","Low"
2026-05-28,"Payment Failures","Medium"
2025-10-24,"Communication Problems","High"
2026-04-01,"Data/Privacy Queries","Low"
2026-01-09,"Service Quality","Low"
2026-05-05,"Service Quality","Medium"
2025-10-28,"Information Requests","Low"
2026-05-30,"Service Quality","High"
2025-11-22,"Delivery Delays","Low"
2025-12-13,"Product Defects","Medium"
2025-11-29,"Account Access","High"
2025-12-02,"Complaints Handling","Medium"
2026-02-18,"Website Problems","High"
2025-11-21,"Product Defects","Low"
2025-11-18,"Fraud/Scam Concerns","Low"
2026-03-05,"Account Access","Medium"
2026-04-25,"Cancellation Requests","Medium"
2026-01-21,"App Issues","Medium"
2025-11-10,"Delivery Delays","High"
2026-05-18,"Billing Issues","Medium"
2026-05-23,"Information Requests","Medium"
2026-01-21,"Third-party Issues","Low"
2026-05-20,"Delivery Delays","Medium"
2026-02-22,"Cancellation Requests","Low"
2025-12-02,"Information Requests","Low"
2026-05-05,"Service Quality","Medium"
2026-02-09,"Communication Problems","High"
2025-10-12,"Account Access","High"
2026-01-11,"App Issues","Low"
2026-05-15,"Delivery Delays","High"
2025-12-16,"Product Defects","Low"
2026-05-15,"Website Problems","Medium"
2025-10-23,"Account Access","Low"
2026-03-05,"Subscription Issues","Medium"
2026-01-16,"Refund Requests","Low"
2025-11-22,"Billing Issues","Low"
2026-05-04,"Product Defects","Low"
2026-01-08,"Delivery Delays","High"
2026-03-14,"Product Defects","Low"
2025-11-02,"Payment Failures","High"
2025-11-17,"Data/Privacy Queries","Medium"
2026-03-16,"Service Quality","High"
2026-03-20,"Cancellation Requests","Low"
2025-11-09,"Delivery Delays","Medium"
2025-10-10,"Delivery Delays","Low"
2026-01-23,"App Issues","Medium"
2026-05-04,"Customer Behaviour","Medium"
2025-11-17,"Technical Errors","High"
2026-02-04,"Service Quality","Medium"
2025-11-15,"Customer Behaviour","Medium"
2025-10-22,"Delivery Delays","High"
2025-12-06,"Payment Failures","Medium"
2026-04-05,"Delivery Delays","Low"
2026-03-15,"Product Defects","Low"
2025-12-21,"Customer Behaviour","Low"
2026-03-14,"Billing Issues","Medium"
2026-05-02,"Product Defects","Low"
2025-11-09,"Delivery Delays","Medium"
2025-10-03,"Fraud/Scam Concerns","Medium"
2026-01-16,"Refund Requests","High"
2026-03-12,"App Issues","Medium"
2026-05-20,"Service Quality","High"
2025-11-11,"Service Quality","Medium"
2026-03-28,"Data/Privacy Queries","Low"
2025-12-03,"Customer Behaviour","High"
2026-01-05,"Cancellation Requests","High"
2026-01-26,"Customer Behaviour","Low"
2026-02-23,"Cancellation Requests","Medium"
2026-05-20,"Information Requests","Low"
2025-12-06,"Information Requests","Low"
2025-10-05,"Technical Errors","Low"
2026-01-14,"Delivery Delays","Low"
2025-12-26,"Account Access","High"
2026-03-22,"Product Defects","Low"
2026-05-04,"Account Access","Medium"
2026-04-29,"Billing Issues","Medium"
2026-05-06,"Complaints Handling","Medium"
2026-03-22,"Complaints Handling","Medium"
2025-12-10,"Delivery Delays","Low"
2026-04-17,"Service Quality","Medium"
2025-12-01,"Website Problems","Medium"
2026-05-29,"Delivery Delays","Low"
2026-02-23,"Service Quality","Low"
2026-03-14,"Billing Issues","Medium"
2025-11-27,"Billing Issues","Low"
2026-01-13,"Account Access","Low"
2026-01-31,"Website Problems","Low"
2026-01-27,"Billing Issues","Low"
2026-02-08,"Payment Failures","Low"
2026-04-19,"Billing Issues","Medium"
2026-06-05,"Subscription Issues","Low"
2025-10-02,"Third-party Issues","High"
2026-03-14,"Delivery Delays","Low"
2026-05-08,"Complaints Handling","Medium"
2026-02-06,"Product Defects","Medium"
2025-10-11,"Account Access","High"
2025-11-28,"Cancellation Requests","Medium"
2025-11-13,"Service Quality","Medium"
2026-01-23,"Third-party Issues","Low"
2026-05-25,"Fraud/Scam Concerns","High"
2025-11-01,"Website Problems","Low"
2025-10-08,"Communication Problems","Low"
2025-10-04,"Technical Errors","High"
2026-03-11,"Third-party Issues","Medium"
2025-12-03,"App Issues","Low"
2026-04-29,"Payment Failures","Medium"
2026-05-16,"Service Quality","High"
2026-01-04,"Information Requests","Medium"
2025-11-30,"Product Defects","Low"
2026-05-22,"Service Quality","Medium"
2025-12-07,"Information Requests","Low"
2026-04-13,"Customer Behaviour","Medium"
2026-02-07,"Delivery Delays","Low"
2025-12-19,"Technical Errors","High"
2026-04-22,"Communication Problems","Low"
2025-11-19,"Payment Failures","High"
2026-02-16,"App Issues","Low"
2026-03-25,"Service Quality","Low"
2025-12-26,"Billing Issues","High"
2025-12-01,"Account Access","Medium"
2026-02-17,"Payment Failures","High"
2026-01-03,"Technical Errors","Medium"
2025-12-28,"Third-party Issues","Medium"
2026-03-05,"Delivery Delays","Medium"
2025-10-09,"Technical Errors","Low"
2026-02-24,"Delivery Delays","Low"
2026-03-28,"Subscription Issues","Low"
2026-05-26,"Billing Issues","High"
2026-05-01,"Fraud/Scam Concerns","High"
2025-10-28,"Customer Behaviour","Low"
2026-01-10,"Billing Issues","Medium"
2025-11-29,"Fraud/Scam Concerns","High"
2025-12-06,"Customer Behaviour","Low"
2026-01-31,"Product Defects","Low"
2025-12-24,"Complaints Handling","High"
2025-11-04,"Data/Privacy Queries","Low"
2025-11-16,"Cancellation Requests","Low"
2026-02-20,"Customer Behaviour","Medium"
2025-12-26,"Communication Problems","High"
2026-01-04,"Technical Errors","Medium"
2026-01-07,"App Issues","Low"
2025-10-12,"Delivery Delays","High"
2025-11-08,"Refund Requests","Medium"
2026-05-01,"Refund Requests","Low"
2026-03-29,"Account Access","Low"
2025-10-28,"Delivery Delays","Low"
2025-11-26,"App Issues","Low"
2026-05-13,"Cancellation Requests","Low"
2026-05-13,"Subscription Issues","Low"
2026-01-12,"Communication Problems","Low"
2026-04-29,"Account Access","Low"
2026-01-26,"Product Defects","Low"
2026-03-17,"Cancellation Requests","Low"
2025-11-15,"Subscription Issues","Low"
2025-12-27,"Delivery Delays","Low"
2026-06-07,"Customer Behaviour","Low"
2025-12-19,"Billing Issues","High"
2026-04-18,"Refund Requests","Medium"
2025-11-05,"Fraud/Scam Concerns","Low"
2025-10-02,"Fraud/Scam Concerns","Medium"
2026-06-07,"Customer Behaviour","Medium"
2025-11-09,"Service Quality","High"
2026-01-16,"Product Defects","Low"
2026-04-23,"Payment Failures","High"
2026-04-19,"Complaints Handling","Medium"
2026-04-07,"Billing Issues","Low"
2025-10-02,"Technical Errors","Low"
2026-03-14,"Complaints Handling","Medium"
2025-10-10,"Data/Privacy Queries","Low"
2025-10-31,"Account Access","Low"
2026-01-17,"Billing Issues","High"
2026-03-23,"Delivery Delays","Medium"
2026-04-04,"Refund Requests","Low"
2026-04-07,"Third-party Issues","Low"
2025-12-21,"Technical Errors","High"
2026-05-26,"Service Quality","Medium"
2026-05-30,"Delivery Delays","High"
2026-02-12,"App Issues","High"
2026-01-07,"Billing Issues","Medium"
2026-02-12,"Payment Failures","Low"
2026-05-25,"Technical Errors","High"
2026-02-26,"Delivery Delays","Low"
2026-03-23,"App Issues","Low"
2026-02-24,"Account Access","Medium"
2026-03-16,"Billing Issues","Low"
2025-12-12,"Website Problems","High"
2026-06-08,"Information Requests","Low"
2026-02-21,"Fraud/Scam Concerns","Low"
2025-11-04,"Product Defects","Low"
2025-11-14,"Website Problems","Medium"
2025-12-23,"Service Quality","Medium"
2026-02-16,"Account Access","Low"
2026-01-24,"Customer Behaviour","Low"
2026-03-21,"Delivery Delays","Low"
2026-05-17,"Customer Behaviour","High"
2025-10-25,"Delivery Delays","Low"
2026-03-11,"Service Quality","Low"
2026-05-24,"Third-party Issues","Medium"
2026-05-30,"Billing Issues","Medium"
2026-02-02,"Other","Medium"
2025-12-11,"Payment Failures","Low"
2025-10-16,"Account Access","Medium"
2025-10-02,"App Issues","Low"
2025-10-03,"Delivery Delays","Medium"
2026-02-23,"Complaints Handling","Low"
2026-03-04,"Other","Low"
2026-04-28,"Billing Issues","Low"
2026-02-25,"Account Access","Medium"
2026-04-15,"Data/Privacy Queries","High"
2026-04-14,"Information Requests","Low"
2025-10-13,"Product Defects","Medium"
2025-11-19,"Cancellation Requests","Medium"
2026-01-27,"Billing Issues","Low"
2026-05-25,"Service Quality","Low"
2025-11-23,"Account Access","Low"
2025-10-09,"Payment Failures","High"
2025-11-28,"Billing Issues","Medium"
2025-12-06,"Payment Failures","High"
2026-02-13,"Customer Behaviour","Medium"
2025-10-07,"Delivery Delays","Low"
2025-12-13,"App Issues","Low"
2026-05-13,"Data/Privacy Queries","Low"
2026-02-04,"Delivery Delays","Medium"
2025-10-03,"Account Access","Medium"
2026-01-04,"Technical Errors","High"
2026-03-18,"Service Quality","Low"
2026-01-16,"Service Quality","Medium"
2025-10-18,"Delivery Delays","High"
2026-06-01,"App Issues","Medium"
2025-10-02,"Technical Errors","Low"
2026-05-13,"Data/Privacy Queries","Low"
2026-05-08,"Data/Privacy Queries","High"
2025-12-31,"App Issues","Low"
2026-01-16,"Service Quality","High"
2026-01-24,"Refund Requests","Low"
2026-02-13,"Payment Failures","High"
2026-03-05,"Communication Problems","Low"
2025-10-26,"Billing Issues","High"
2026-04-21,"Account Access","Medium"
2026-04-15,"Delivery Delays","Low"
2026-04-03,"App Issues","Low"
2025-10-15,"Website Problems","Medium"
2025-11-14,"Product Defects","Medium"
2026-06-05,"Account Access","Low"
2026-05-05,"Billing Issues","Low"
2026-03-23,"Technical Errors","Low"
2026-02-06,"Refund Requests","Low"
2026-01-17,"Refund Requests","Low"
2025-10-23,"Information Requests","Low"
2026-04-23,"Billing Issues","Medium"
2026-04-26,"Information Requests","High"
2026-01-24,"Customer Behaviour","High"
2026-01-16,"Billing Issues","Medium"
2026-01-05,"Subscription Issues","Low"
2026-05-18,"Third-party Issues","Low"
2026-01-22,"Technical Errors","High"
2026-01-18,"Account Access","Low"
2025-11-16,"Communication Problems","Medium"
2026-01-24,"Product Defects","Medium"
2026-04-05,"Customer Behaviour","Low"
2026-04-29,"Third-party Issues","Low"
2025-10-27,"Complaints Handling","Medium"
2026-04-04,"Payment Failures","Low"
2025-12-04,"Delivery Delays","Medium"
2026-02-25,"Delivery Delays","Low"
2026-05-07,"Technical Errors","High"
2026-05-25,"Service Quality","Low"
2025-11-01,"Delivery Delays","Medium"
2025-10-16,"Data/Privacy Queries","Medium"
2026-04-06,"Account Access","Low"
2026-02-21,"Information Requests","Medium"
2025-11-30,"Cancellation Requests","Low"
2025-12-24,"Product Defects","Low"
2026-02-25,"Billing Issues","Low"
2025-12-29,"Data/Privacy Queries","Low"
2025-10-24,"Fraud/Scam Concerns","Low"
2025-12-07,"Payment Failures","Low"
2026-03-11,"Technical Errors","Low"
2025-10-12,"Billing Issues","Low"
2025-12-12,"Fraud/Scam Concerns","Low"
2025-10-07,"Third-party Issues","Medium"
2026-05-29,"Customer Behaviour","High"
2026-04-15,"Billing Issues","Medium"
2026-04-13,"Product Defects","High"
2026-02-25,"Fraud/Scam Concerns","High"
2025-12-14,"Technical Errors","Low"
2026-02-07,"Third-party Issues","Medium"
2026-01-01,"Billing Issues","Low"
2026-05-30,"Website Problems","Low"
2026-03-08,"Account Access","High"
2025-12-18,"Delivery Delays","Medium"
2026-01-19,"Complaints Handling","Low"
2026-02-23,"Communication Problems","High"
2025-11-04,"Account Access","Low"
2025-11-08,"Delivery Delays","High"
2026-05-29,"Third-party Issues","Low"
2025-12-04,"Billing Issues","Medium"
2025-12-05,"Fraud/Scam Concerns","High"
2025-11-04,"Other","Low"
2025-12-31,"Subscription Issues","Low"
2025-11-13,"Other","Low"
2025-11-06,"Billing Issues","Low"
2025-10-30,"Third-party Issues","Medium"
2026-01-06,"Complaints Handling","Medium"
2025-11-22,"Delivery Delays","Medium"
2026-02-02,"App Issues","Low"
2025-10-20,"Third-party Issues","Medium"
2026-02-05,"Product Defects","Medium"
2025-12-01,"Cancellation Requests","Medium"
2025-11-11,"Account Access","Low"
2026-03-02,"Service Quality","High"
2025-12-13,"Delivery Delays","Medium"
2026-02-20,"Fraud/Scam Concerns","Medium"
2025-12-21,"Product Defects","High"
2026-02-19,"Delivery Delays","Low"
2025-12-28,"Data/Privacy Queries","Low"
2026-01-05,"Information Requests","Medium"
2026-04-05,"Billing Issues","Low"
2026-04-06,"Service Quality","Low"
2026-05-03,"App Issues","Low"
2026-03-07,"Product Defects","Low"
2026-04-18,"Billing Issues","Low"
2025-10-03,"Service Quality","High"
2026-04-08,"Service Quality","High"
2026-02-02,"Customer Behaviour","Low"
2026-02-28,"Customer Behaviour","High"
2025-11-16,"Payment Failures","High"
2025-11-26,"Account Access","Low"
2026-05-20,"Product Defects","Low"
2025-10-10,"Account Access","High"
2026-05-15,"Website Problems","Low"
2026-02-19,"Product Defects","Medium"
2026-05-30,"Delivery Delays","Low"
2025-12-26,"Service Quality","Low"
2026-01-21,"Customer Behaviour","Low"
2026-04-28,"Delivery Delays","Medium"
2026-06-07,"Customer Behaviour","Medium"
2025-12-17,"Refund Requests","Low"
2025-12-19,"Billing Issues","Low"
2026-03-13,"Billing Issues","Low"
2026-05-13,"Website Problems","High"
2026-05-19,"Delivery Delays","High"
2026-02-14,"Technical Errors","Low"
2025-11-28,"Billing Issues","Low"
2025-10-28,"Website Problems","Medium"
2025-12-06,"Billing Issues","Medium"
2025-12-24,"Technical Errors","High"
2026-05-02,"Complaints Handling","Low"
2026-03-16,"Billing Issues","Medium"
2026-01-08,"Account Access","Medium"
2026-05-28,"Payment Failures","Low"
2026-03-07,"Fraud/Scam Concerns","Medium"
2025-12-22,"Information Requests","Medium"
2026-05-09,"Subscription Issues","Medium"
2026-04-21,"Delivery Delays","Medium"
2025-12-15,"Technical Errors","Low"
2025-10-26,"Product Defects","Low"
2026-06-03,"Billing Issues","Medium"
2026-04-12,"Account Access","Medium"
2025-12-16,"Information Requests","Low"
2026-03-13,"Payment Failures","Low"
2025-12-01,"Complaints Handling","Low"
2026-05-04,"Communication Problems","High"
2026-01-06,"Complaints Handling","Low"
2026-05-06,"Service Quality","High"
2025-12-10,"Service Quality","High"
2026-03-05,"Billing Issues","Low"
2026-01-16,"Information Requests","Low"
2025-12-30,"Cancellation Requests","Medium"
2026-05-21,"Delivery Delays","Low"
2026-03-04,"Delivery Delays","Low"
2026-03-20,"Service Quality","High"
2026-04-03,"Billing Issues","Low"
2026-05-20,"Customer Behaviour","Low"
2025-10-12,"Billing Issues","High"
2025-11-17,"Payment Failures","Low"
2025-12-23,"Billing Issues","Low"
2025-11-22,"Technical Errors","High"
2026-03-11,"Service Quality","High"
2025-10-30,"Account Access","Medium"
2025-11-04,"Technical Errors","Low"
2026-01-12,"Technical Errors","High"
2025-10-08,"Website Problems","Low"
2026-03-13,"Product Defects","Medium"
2025-11-09,"Billing Issues","Medium"
2025-12-08,"Fraud/Scam Concerns","High"
2026-05-15,"Delivery Delays","High"
2026-02-06,"Account Access","Low"
2026-02-28,"Billing Issues","Medium"
2025-12-24,"Delivery Delays","Low"
2025-10-31,"Technical Errors","Low"
2026-02-06,"Fraud/Scam Concerns","High"
2025-11-06,"Technical Errors","Medium"
2025-10-29,"Data/Privacy Queries","Medium"
2026-01-20,"Refund Requests","Medium"
2025-10-15,"Product Defects","Low"
2026-02-25,"Customer Behaviour","Low"
2026-01-07,"Service Quality","Medium"
2025-10-09,"Website Problems","Medium"
2026-03-25,"Customer Behaviour","Low"
2026-05-12,"Billing Issues","Medium"
2026-02-13,"Cancellation Requests","Medium"
2025-12-04,"Billing Issues","Low"
2025-12-01,"Communication Problems","Low"
2025-12-15,"Information Requests","Low"
2026-05-16,"Technical Errors","Low"
2026-01-06,"Payment Failures","Medium"
2026-02-15,"Billing Issues","Low"
2026-04-01,"Cancellation Requests","Medium"
2025-10-03,"Technical Errors","Low"
2026-04-30,"Communication Problems","Low"
2025-11-10,"Service Quality","Medium"
2026-04-07,"Customer Behaviour","Medium"
2026-02-27,"Delivery Delays","Medium"
2026-05-19,"Billing Issues","Low"
2026-03-26,"Payment Failures","Low"
2025-11-18,"Customer Behaviour","Low"
2025-11-19,"Complaints Handling","Medium"
2026-01-17,"Customer Behaviour","Low"
2025-10-20,"Product Defects","Low"
2026-05-17,"Information Requests","High"
2025-11-09,"Product Defects","Low"
2026-03-11,"Technical Errors","High"
2025-12-31,"Subscription Issues","Medium"
2025-11-14,"Communication Problems","Low"
2026-04-20,"Customer Behaviour","Medium"
2026-05-30,"Service Quality","High"
2026-02-28,"Product Defects","Medium"
2025-12-19,"Delivery Delays","Medium"
2025-12-14,"Delivery Delays","Low"
2026-04-08,"Data/Privacy Queries","Medium"
2026-01-04,"Delivery Delays","Medium"
2026-04-01,"Data/Privacy Queries","Low"
2026-01-20,"Service Quality","Medium"
2026-01-07,"Product Defects","Medium"
2025-10-13,"Service Quality","High"
2025-10-09,"Technical Errors","Medium"
2026-03-14,"Billing Issues","Low"
2025-10-03,"Information Requests","Low"
2026-03-18,"Technical Errors","High"
2026-04-03,"Cancellation Requests","Low"
2025-10-20,"Account Access","Low"
2025-11-29,"Cancellation Requests","Medium"
2026-04-05,"Service Quality","Low"
2026-05-21,"Cancellation Requests","Low"
2026-03-10,"Cancellation Requests","Medium"
2026-02-12,"Service Quality","Medium"
2025-11-25,"Fraud/Scam Concerns","Low"
2026-03-05,"Fraud/Scam Concerns","High"
2026-03-06,"Product Defects","Low"
2025-11-24,"Refund Requests","Low"
2025-10-27,"Billing Issues","Low"
2026-01-21,"Account Access","High"
2025-10-21,"Information Requests","Low"
2025-10-11,"Technical Errors","High"
2025-10-27,"Payment Failures","Medium"
2025-10-16,"Account Access","Low"
2026-04-03,"Refund Requests","Medium"
2026-04-13,"Subscription Issues","Low"
2026-04-26,"Cancellation Requests","Medium"
2025-12-15,"Cancellation Requests","Low"
2025-11-16,"Delivery Delays","Medium"
2026-03-03,"Billing Issues","Low"
